word,points
kibosh,3
kick,1
kickback,3
kicker,3
kickoff,3
kickshaw,3
kickstand,3
kid,1
kidder,3
kiddie,3
kiddy,3
kidnap,3
kidnaper,3
kidnapper,3
kidney,3
kidskin,3
kidvid,3
kieselguhr,3
kiev,3
kill,1
killer,1
killing,2
killjoy,3
kiln,3
kilo,1
kilocycle,3
kilogram,1
kilogramme,3
kilohertz,3
kiloliter,3
kilolitre,3
kilometer,1
kilometre,3
kiloton,3
kilowatt,3
kilt,3
kilter,3
kin,3
kind,1
kindergarten,3
kindergartener,3
kindergartner,3
kindhearted,3
kindle,3
kindliness,3
kindling,3
kindly,1
kindness,2
kindred,3
kine,3
kinematics,3
kinescope,3
kinesics,3
kinesthesia,3
kinetic,3
kinetics,3
kinfolk,3
kinfolks,3
king,1
kingbird,3
kingbolt,3
kingcup,3
kingdom,1
kingfisher,3
kinglet,3
kingly,3
kingmaker,3
kingpin,3
kings,3
kingship,3
kink,3
kinkajou,3
kinky,3
kinsfolk,3
kinship,3
kinsman,3
kinswoman,3
kiosk,3
kip,3
kipper,3
kirk,3
kirsch,3
kirtle,3
kismet,3
kiss,1
kissable,3
kisser,3
kit,1
kitbag,3
kitchen,1
kitchenette,3
kitchenware,3
kite,1
kith,3
kitsch,3
kitschy,3
kitten,2
kittenish,3
kittiwake,3
kitty,3
kiwi,3
kl,3
klan,3
klaxon,3
kleenex,3
kleptomania,3
kleptomaniac,3
kn,3
knack,3
knacker,3
knapsack,3
knave,3
knavery,3
knavish,3
knead,3
knee,1
kneecap,3
kneehole,3
kneel,3
kneepad,3
knell,3
knelt,3
knew,3
knickerbockers,3
knickers,3
knickknack,3
knife,1
knight,3
knighthood,3
knightly,3
knish,3
knit,2
knitted,3
knitter,3
knitting,3
knitwear,3
knives,3
knob,3
knobbly,3
knobby,3
knobkerrie,3
knock,1
knockabout,3
knockdown,3
knocker,3
knockers,3
knockout,3
knockup,3
knoll,3
knot,3
knothole,3
knotted,3
knotty,3
knout,3
know,1
knowable,3
knowing,3
knowingly,3
knowledge,1
knowledgeable,3
knowledgeably,3
known,3
knuckle,3
knucklebone,3
ko,3
koala,3
kobold,3
kohlrabi,3
kola,3
kolinsky,3
kook,3
kookaburra,3
kopeck,3
kopek,3
kopje,3
koppie,3
koran,3
korea,3
korean,3
koruna,3
kosher,3
kotow,3
kowtow,3
kph,3
kr,3
kraal,3
kraut,3
kremlin,3
kremlinology,3
kris,3
krishna,3
krona,3
krone,3
krypton,3
kt,3
kuchen,3
kudos,3
kudzu,3
kulak,3
kummel,3
kumquat,3
kuomintang,3
kurus,3
kuwait,3
kvass,3
kw,3
kwacha,3
kwela,3
kwhr,3
ky,3
la,3
lab,2
label,3
labeler,3
labeller,3
labia,3
labial,3
labile,3
labium,3
labor,1
laboratory,2
labored,3
laborer,3
laborious,3
laboriously,3
laborsaving,3
labour,3
laboured,3
labourer,3
laboursaving,3
labrador,3
laburnum,3
labyrinth,3
labyrinthine,3
lac,3
lace,3
lacerate,3
laceration,3
lacerative,3
lachrymal,3
lachrymose,3
lacing,3
lack,1
lackadaisical,3
lackey,3
lacking,3
lackluster,3
lacklustre,3
laconic,3
lacquer,3
lacrimal,3
lacrosse,3
lactate,3
lactation,3
lacteal,3
lactic,3
lactose,3
lacuna,3
lacy,3
lad,3
ladder,2
laddie,3
lade,3
laden,3
ladies,3
lading,3
ladle,3
lady,1
ladybug,3
ladyfinger,3
ladylike,3
ladylove,3
ladyship,3
laetrile,3
lag,3
lager,3
laggard,3
lagging,3
lagniappe,3
lagoon,3
laid,3
lain,3
lair,3
laird,3
laity,3
lake,1
lallygag,3
lam,3
lama,3
lamaism,3
lamasery,3
lamb,2
lambast,3
lambaste,3
lambda,3
lambent,3
lambkin,3
lamblike,3
lambskin,3
lame,3
lamebrain,3
lamella,3
lament,3
lamentable,3
lamentably,3
lamentation,3
lamia,3
lamina,3
laminate,3
lamination,3
lamming,3
lamp,1
lampblack,3
lamplight,3
lamplighter,3
lampoon,3
lampooner,3
lampoonist,3
lamppost,3
lamprey,3
lampshade,3
lanai,3
lance,3
lancelot,3
lancer,3
lancet,3
land,2
landau,3
landed,3
lander,3
landfall,3
landfill,3
landholder,3
landholding,3
landing,3
landlady,3
landlocked,3
landlord,2
landlubber,3
landmark,3
landmass,3
landowner,3
landscape,1
landslide,3
landslip,3
landsman,3
landward,3
lane,1
language,1
languid,3
languish,3
languisher,3
languor,3
languorous,3
lank,3
lankily,3
lankiness,3
lanky,3
lanolin,3
lanoline,3
lansing,3
lantana,3
lantern,3
lanthanum,3
lanyard,3
laos,3
lap,3
lapboard,3
lapdog,3
lapel,3
lapidary,3
lapin,3
lapland,3
lapp,3
lappet,3
lapse,3
lapsed,3
lapwing,3
larboard,3
larcenous,3
larceny,3
larch,3
lard,3
larder,3
large,1
largely,2
largeness,3
largess,3
largesse,3
largo,3
lariat,3
lark,3
larkspur,3
larrup,3
larva,3
larval,3
laryngeal,3
laryngitis,3
laryngoscope,3
larynx,3
lasagne,3
lascivious,3
laser,3
lash,3
lashing,3
lashings,3
lass,3
lassitude,3
lasso,3
last,2
lastex,3
lasting,2
lastly,3
latakia,3
latch,3
latchkey,3
latchstring,3
late,1
latecomer,2
lateen,3
lately,2
latency,3
lateness,3
latent,3
later,3
lateral,3
latest,1
latex,3
lath,3
lathe,3
lather,3
lathery,3
latin,3
latinize,3
latino,3
latitude,3
latitudinal,3
latitudinarian,3
latitudinarianism,3
latrine,3
latter,3
lattice,3
latticed,3
latticework,3
latvia,3
latvian,3
laud,3
laudable,3
laudanum,3
laudatorily,3
laudatory,3
laugh,2
laughable,3
laughably,3
laughing,3
laughingstock,3
laughter,2
launch,2
launcher,3
launder,3
launderette,3
laundress,3
laundromat,3
laundry,3
laundryman,3
laundrywoman,3
laureate,3
laurel,3
lava,3
lavabo,3
lavage,3
lavaliere,3
lavatory,3
lave,3
lavender,3
lavish,3
law,1
lawbreaker,3
lawbreaking,3
lawful,2
lawgiver,3
lawless,3
lawmaker,3
lawmaking,3
lawman,3
lawn,3
lawnmower,3
lawrencium,3
lawsuit,3
lawyer,1
lax,3
laxative,3
laxity,3
lay,2
layabout,3
layer,2
layette,3
layman,3
layoff,3
layout,3
layover,3
laywoman,3
lazar,3
lazarus,3
laze,3
lazily,3
laziness,1
lazy,1
lazybones,3
lb,3
ld,3
lea,3
leach,3
lead,2
leaded,3
leaden,3
leader,1
leadership,2
leading,2
leaf,1
leafage,3
leafed,3
leafhopper,3
leafless,3
leaflet,3
leafstalk,3
leafy,3
league,2
leaguer,3
leak,3
leakage,3
leakiness,3
leakproof,3
leaky,3
leal,3
lean,2
leaning,3
leant,3
leap,3
leapfrog,3
leapt,3
learn,1
learned,3
learner,1
learning,3
learnt,3
lease,3
leasehold,3
leaseholder,3
leash,3
least,2
leastways,3
leastwise,3
leather,1
leatherette,3
leathern,3
leatherneck,3
leathery,3
leave,2
leaved,3
leaven,3
leaves,3
leavings,3
lebanon,3
lech,3
lecher,3
lecherous,3
lechery,3
lecithin,3
lectern,3
lecture,2
lecturer,3
lectureship,3
led,3
ledge,3
ledger,3
lee,3
leech,3
leek,3
leer,3
leeringly,3
leery,3
lees,3
leeward,3
leeway,3
left,1
leftist,3
leftover,3
leftward,3
leftwards,3
leftwing,3
lefty,3
leg,1
legacy,3
legal,2
legalese,3
legalise,3
legalism,3
legality,3
legalization,3
legalize,3
legally,2
legate,3
legatee,3
legation,3
legato,3
legend,3
legendary,3
leger,3
legerdemain,3
legged,3
leggings,3
leggy,3
leghorn,3
legibility,3
legible,3
legibly,3
legion,3
legionary,3
legionnaire,3
legislate,3
legislation,3
legislative,3
legislator,3
legislature,3
legit,3
legitimacy,3
legitimate,3
legitimatise,3
legitimatize,3
legitimise,3
legitimize,3
legman,3
legroom,3
legume,3
leguminous,3
legwork,3
lei,3
leipzig,3
leisure,1
leisured,3
leisurely,3
leitmotif,3
leitmotiv,3
lek,3
lemming,3
lemon,1
lemonade,1
lempira,3
lemur,3
lend,1
lender,3
length,2
lengthen,3
lengthily,3
lengthways,3
lengthwise,3
lengthy,3
leniency,3
lenient,3
lenin,3
leningrad,3
lenitive,3
lenity,3
lens,3
lent,3
lenten,3
lentil,3
lento,3
leo,3
leonine,3
leopard,3
leopardess,3
leotard,3
leper,3
leprechaun,3
leprosy,3
leprous,3
lesbian,3
lesbianism,3
lesion,3
less,1
lessee,3
lessen,2
lesser,3
lesson,1
lessor,3
lest,3
let,1
letdown,3
lethal,3
lethargic,3
lethargy,3
letter,1
lettered,3
letterer,3
letterhead,3
lettering,3
letterpress,3
letting,3
lettuce,2
letup,3
leu,3
leucocyte,3
leucotomy,3
leukemia,3
leukocyte,3
levant,3
levantine,3
levee,3
level,2
levelheaded,3
lever,3
leverage,3
leveret,3
leviathan,3
levitate,3
levite,3
leviticus,3
levity,3
levy,3
lewd,3
lexical,3
lexicographer,3
lexicography,3
lexicon,3
lexis,3
lf,3
li,3
liability,3
liable,3
liaise,3
liaison,3
liana,3
liar,2
lib,3
libation,3
libber,3
libel,3
libellous,3
libelous,3
liberal,3
liberalisation,3
liberalise,3
liberalism,3
liberality,3
liberalization,3
liberalize,3
liberally,3
liberate,2
liberated,3
liberation,2
liberator,3
liberia,3
libertarian,3
libertine,3
liberty,1
libidinous,3
libido,3
libra,3
librarian,2
library,1
librettist,3
libretto,3
libya,3
libyan,3
lice,3
licence,3
license,1
licensed,3
licensee,3
licentiate,3
licentious,3
lichee,3
lichen,3
lichi,3
licit,3
lick,3
lickety,3
licking,3
licorice,3
lid,3
lidar,3
lido,3
lie,2
liechtenstein,3
lied,3
lief,3
liege,3
lien,3
lieu,3
lieutenant,3
life,1
lifeblood,3
lifeboat,3
lifebuoy,3
lifeguard,2
lifeless,3
lifelike,3
lifeline,3
lifelong,2
lifer,3
lifesaver,3
lifestyle,1
lifetime,3
lifework,3
lift,2
liftboy,3
liftman,3
liftoff,3
ligament,3
ligate,3
ligature,3
liger,3
light,1
lighten,3
lighter,2
lighterage,3
lightface,3
lightheaded,3
lighthearted,3
lighthouse,3
lighting,3
lightly,2
lightness,3
lightning,2
lights,3
lightship,3
lightsome,3
lightweight,3
ligneous,3
lignify,3
lignite,3
likable,3
like,2
likeable,3
likelihood,3
likely,1
likeminded,3
liken,3
likeness,2
likewise,3
liking,3
lilac,3
lilliputian,3
lilt,3
lily,1
lima,3
limb,3
limber,3
limbless,3
limbo,3
lime,3
limeade,3
limekiln,3
limelight,3
limerick,3
limestone,3
limey,3
limit,2
limitation,2
limited,2
limiting,3
limitless,3
limn,3
limo,3
limonite,3
limousine,3
limp,2
limpet,3
limpid,3
limpidity,3
limy,3
linage,3
linchpin,3
lincoln,3
linden,3
line,1
lineage,3
lineal,3
lineament,3
linear,3
linebacker,3
lineman,3
linen,3
liner,3
linesman,3
lineup,3
liney,3
ling,3
linger,3
lingerer,3
lingerie,3
lingering,3
lingo,3
lingua,3
lingual,3
linguist,3
linguistic,3
linguistically,3
linguistics,3
liniment,3
lining,3
link,2
linkage,3
linkman,3
links,3
linkup,3
linnet,3
linocut,3
linoleum,3
linotype,3
linseed,3
lint,3
lintel,3
liny,3
lion,1
lioness,3
lionhearted,3
lionisation,3
lionise,3
lionization,3
lionize,3
lip,1
lipase,3
lipid,3
lipped,3
lipstick,3
liquefaction,3
liquefy,3
liquescent,3
liqueur,3
liquid,2
liquidate,3
liquidation,3
liquidator,3
liquidise,3
liquidity,3
liquidize,3
liquidizer,3
liquor,3
liquorice,3
lira,3
lisbon,3
lisle,3
lisp,3
lispingly,3
lissom,3
lissome,3
list,1
listen,1
listenable,3
listener,3
listing,3
listless,3
lists,3
liszt,3
lit,3
litany,3
litchi,3
liter,1
literacy,3
literal,3
literalism,3
literally,3
literary,2
literate,3
literati,3
literatim,3
literature,2
lithe,3
lithic,3
lithium,3
lithograph,3
lithographic,3
lithographical,3
lithography,3
lithology,3
lithosphere,3
lithuania,3
lithuanian,3
litigant,3
litigate,3
litigation,3
litigious,3
litmus,3
litotes,3
litre,3
litter,3
litterateur,3
litterbag,3
litterbug,3
little,1
littleneck,3
littoral,3
liturgical,3
liturgy,3
livable,3
live,2
liveable,3
livelihood,3
liveliness,3
livelong,3
lively,1
liven,3
liver,2
liveried,3
liverish,3
liverpool,3
liverwort,3
liverwurst,3
livery,3
liveryman,3
lives,3
livestock,3
livid,3
living,1
lizard,3
llama,3
llano,3
lm,3
lo,3
load,1
loaded,3
loadstar,3
loadstone,3
loaf,2
loafer,3
loam,3
loamy,3
loan,3
loanword,3
loath,3
loathe,3
loathing,3
loathsome,3
loaves,3
lob,3
lobby,3
lobbyist,3
lobe,3
lobed,3
lobelia,3
lobotomy,3
lobster,3
lobule,3
local,1
locale,3
localisation,3
localise,3
localism,3
locality,3
localization,3
localize,3
locally,3
locate,2
located,3
location,2
loch,3
loci,3
lock,1
locker,3
locket,3
lockjaw,3
locknut,3
lockout,3
locksmith,3
lockstep,3
lockstitch,3
lockup,3
loco,3
locomotion,3
locomotive,3
locomotor,3
locoweed,3
locum,3
locus,3
locust,3
locution,3
lode,3
loden,3
lodestar,3
lodestone,3
lodge,2
lodgement,3
lodger,3
lodging,3
lodgment,3
loess,3
loft,3
lofted,3
loftily,3
loftiness,3
lofty,3
log,2
loganberry,3
logarithm,3
logarithmic,3
logbook,3
loge,3
logger,3
loggerhead,3
loggia,3
logging,3
logic,2
logical,1
logician,3
logistic,3
logistical,3
logistics,3
logjam,3
logos,3
logotype,3
logrolling,3
loin,3
loincloth,3
loiter,3
loiterer,3
loll,3
lollipop,3
lollop,3
lollypop,3
london,3
londoner,3
lone,3
loneliness,3
lonely,1
lonesome,3
long,1
longboat,3
longbow,3
longevity,3
longhair,3
longhaired,3
longhand,3
longheaded,3
longing,3
longingly,3
longish,3
longitude,3
longitudinal,3
longshoreman,3
longstanding,3
longsuffering,3
longtime,3
longueur,3
longways,3
longwise,3
loo,3
loofah,3
look,1
looker,3
lookout,3
loom,3
loon,3
loony,3
loop,3
loophole,3
loose,1
loosebox,3
loosely,3
loosen,3
looseness,3
loot,3
looter,3
lop,3
lope,3
lopsided,3
loquacious,3
loquacity,3
loquat,3
loran,3
lord,3
lordliness,3
lordly,3
lordship,3
lore,3
lorelei,3
lorgnette,3
lorn,3
lorry,2
lose,1
loser,3
losing,3
loss,2
lost,1
lot,1
loth,3
lothario,3
lotion,3
lottery,2
lotto,3
lotus,3
loud,2
loudly,1
loudmouth,3
loudmouthed,3
loudness,3
loudspeaker,2
lough,3
louis,3
louisiana,3
louisville,3
lounge,3
lounger,3
loupe,3
lour,3
louse,3
lousy,3
lout,3
loutish,3
louver,3
louvre,3
lovable,3
love,1
loveable,3
lovebird,3
loveless,3
loveliness,3
lovelorn,3
lovely,1
lovemaking,3
lover,1
lovesick,3
lovey,3
loving,3
lovingly,2
low,1
lowborn,3
lowboy,3
lowbred,3
lowbrow,3
lowdown,3
lower,3
lowercase,3
lowering,3
lowermost,3
lowery,3
lowest,3
lowland,3
lowlander,3
lowliness,3
lowly,3
lox,3
loyal,2
loyalist,3
loyally,3
loyalty,2
lozenge,3
lp,3
lr,3
lu,3
luau,3
lubber,3
lube,3
lubricant,3
lubricate,3
lubrication,3
lubricator,3
lubricious,3
lubricous,3
lucent,3
lucerne,3
lucid,3
lucidity,3
lucidly,3
lucifer,3
luck,1
luckily,1
luckiness,3
luckless,3
lucky,1
lucrative,3
lucre,3
lucubrate,3
ludicrous,3
ludo,3
luff,3
lug,3
luggage,2
lugger,3
lugsail,3
lugubrious,3
lugworm,3
luke,3
lukewarm,3
lull,3
lullaby,3
lumbago,3
lumbar,3
lumber,3
lumberjack,3
lumberman,3
lumberyard,3
luminary,3
luminesce,3
luminescence,3
luminescent,3
luminosity,3
luminous,3
lumme,3
lummox,3
lump,3
lumpish,3
lumpy,3
luna,3
lunacy,3
lunar,3
lunate,3
lunatic,3
lunch,1
luncheon,3
luncheonette,3
lunchroom,3
lunchtime,1
lunette,3
lung,2
lunge,3
lungfish,3
lunkhead,3
lupin,3
lupine,3
lupus,3
lurch,3
lure,3
lurid,3
lurk,3
luscious,3
lush,3
lust,3
luster,3
lusterless,3
lustful,3
lustre,3
lustrous,3
lusty,3
lutanist,3
lute,3
lutenist,3
lutetium,3
luther,3
lutheran,3
luxembourg,3
luxemburg,3
luxuriance,3
luxuriant,3
luxuriate,3
luxurious,3
luxury,3
lyceum,3
lychee,3
lydia,3
lye,3
lying,3
lymph,3
lymphatic,3
lymphoid,3
lynch,3
lynx,3
lyonnaise,3
lyre,3
lyrebird,3
lyric,1
lyrical,3
lyricism,3
lyricist,3
lyrist,3
lysin,3
ma,3
mac,3
macabre,3
macadam,3
macao,3
macaque,3
macaroni,3
macaroon,3
macaw,3
macbeth,3
mace,3
macebearer,3
macedonia,3
macedonian,3
macerate,3
maceration,3
mach,3
machete,3
machiavellian,3
machiavellism,3
machicolation,3
machination,3
machine,1
machinery,3
machinist,3
machismo,3
macho,3
macintosh,3
mackerel,3
mackintosh,3
macrame,3
macrobiotic,3
macrobiotics,3
macrocosm,3
macron,3
macroscopic,3
maculate,3
mad,1
madagascar,3
madam,3
madame,3
madcap,3
madden,3
maddening,3
madder,3
madding,3
made,3
madeira,3
mademoiselle,3
madhouse,3
madison,3
madly,3
madman,3
madness,3
madonna,3
madras,3
madrid,3
madrigal,3
madwoman,3
maelstrom,3
maenad,3
maestro,3
mafia,3
mafioso,3
magazine,1
magdalene,3
magellan,3
magenta,3
maggot,3
maggoty,3
magi,3
magic,1
magical,2
magically,3
magician,2
magisterial,3
magistracy,3
magistrate,3
magma,3
magnanimity,3
magnanimous,3
magnate,3
magnesia,3
magnesium,3
magnet,3
magnetic,3
magnetically,3
magnetise,3
magnetism,3
magnetite,3
magnetize,3
magneto,3
magnetometer,3
magnetosphere,3
magnificat,3
magnification,3
magnificence,3
magnificent,2
magnificently,3
magnifier,3
magnify,3
magniloquence,3
magniloquent,3
magnitude,3
magnolia,3
magnum,3
magpie,3
magus,3
magyar,3
maharaja,3
maharajah,3
maharanee,3
maharani,3
mahatma,3
mahican,3
mahjong,3
mahjongg,3
mahlstick,3
mahogany,3
mahomet,3
mahout,3
maid,3
maiden,3
maidenhair,3
maidenhead,3
maidenhood,3
maidenly,3
maidservant,3
mail,1
mailbag,3
mailbox,2
maillot,3
mailman,3
mailwoman,3
maim,3
main,2
maine,3
mainframe,3
mainland,3
mainline,3
mainly,1
mainmast,3
mains,3
mainsail,3
mainspring,3
mainstay,3
mainstream,3
maintain,2
maintainability,3
maintainable,3
maintenance,2
maisonette,3
maize,3
majestic,3
majestical,3
majesty,3
majolica,3
major,1
majordomo,3
majorette,3
majority,2
make,3
maker,1
makeshift,3
makeup,3
making,3
malacca,3
malachite,3
maladapted,3
maladjusted,3
maladjustment,3
maladminister,3
maladministration,3
maladroit,3
malady,3
malaise,3
malamute,3
malapert,3
malapropism,3
malapropos,3
malaria,3
malarial,3
malarkey,3
malarky,3
malawi,3
malay,3
malaya,3
malayan,3
malaysia,3
malaysian,3
malcontent,3
malcontented,3
male,2
malediction,3
malefactor,3
